-7.000,-2.773
-6.000,-2.385
-5.000,-1.994
-4.000,-1.600
-3.000,-1.204
-2.000,-0.805
-1.000,-0.404
0.000,0.000
1.000,0.404
2.000,0.805
3.000,1.204
4.000,1.600
5.000,1.994
6.000,2.385
7.000,2.773
